"Parameter.ID","Parameter.Label","Columns","True Number of Groups","Method","Statistic","Determined Number of Groups","RunTime"
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","2.4095s"
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","9.275s"
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","14.0997s"
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","0.6521s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","2.3213s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","8.3965s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","40.186s"
2,"Closer means, identity cov",10,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","11.8689s"
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","2.579s"
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","8880.1786s"
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","12.3157s"
3,"Closer still, diag cov varied scale",10,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","113.1606s"
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","2.2426s"
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","6.7716s"
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","3.9475s"
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","2.0278s"
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","15.5514s"
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","193.7045s"
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","50.8437s"
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","0.3488s"
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","133.1033s"
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","27.3697s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","2.0861s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","10.7549s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","10.1817s"
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","11.0841s"
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,3,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","13.1422s"
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","0.558s"
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","2.2063s"
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","7.8904s"
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","20.6006s"
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","6.3786s"
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","26.3281s"
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: VII","p-value: 0.001",">1","21.7642s"
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","0.8526s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","2.222s"
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","8.9383s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","13.765s"
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","0.6174s"
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","10.4981s"
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","15.5662s"
3,"Closer still, diag cov varied scale",10,4,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: VII","p-value: 0.001",">1","1.3586s"
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","6.92s"
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: EVV","p-value: 0.013",">1","0.4972s"
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","2.0506s"
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","25.7371s"
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: EVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","51.4961s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: VII","p-value: 0.001",">1","1.2629s"
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: EVV","p-value: 0.001",">1","7.0936s"
1,"Well-separated means, identity cov",10,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
1,"Well-separated means, identity cov",100,1,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","1.6369s"
1,"Well-separated means, identity cov",500,1,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","4.3068s"
1,"Well-separated means, identity cov",1000,1,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","6.4987s"
2,"Closer means, identity cov",10,1,"mclustBootstrapLRT: VVV","p-value: 0.1848","1","1.8749s"
2,"Closer means, identity cov",100,1,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","2.0196s"
2,"Closer means, identity cov",500,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: VII","p-value: 0.001",">1","3.5478s"
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,1,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,2,"mclustBootstrapLRT: VVV","p-value: 0.0929","1","133.8507s"
1,"Well-separated means, identity cov",100,2,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","1.2005s"
1,"Well-separated means, identity cov",500,2,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","4.1514s"
1,"Well-separated means, identity cov",1000,2,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","13.1755s"
2,"Closer means, identity cov",10,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","10.7362s"
3,"Closer still, diag cov varied scale",10,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
2,"Closer means, identity cov",100,2,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: VVV","p-value: 0.1039","1","0.5322s"
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","0.9953s"
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
2,"Closer means, identity cov",500,2,"mclustBootstrapLRT: VII","p-value: 0.001",">1","4.7264s"
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","0.4858s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","6.0331s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","7.9162s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","11.947s"
2,"Closer means, identity cov",10,3,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","0.494s"
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","1.0861s"
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","11.4867s"
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","9.8427s"
2,"Closer means, identity cov",1000,2,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","12.9871s"
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","9.2725s"
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,3,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,2,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","1.3619s"
5,"High overlap, full covariance + correlation",1000,3,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,4,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","0.706s"
1,"Well-separated means, identity cov",100,4,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","256.7678s"
1,"Well-separated means, identity cov",500,4,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","2.4517s"
1,"Well-separated means, identity cov",1000,4,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","3.9781s"
2,"Closer means, identity cov",10,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
2,"Closer means, identity cov",100,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
2,"Closer means, identity cov",500,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
2,"Closer means, identity cov",1000,4,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","24.6394s"
3,"Closer still, diag cov varied scale",100,2,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,4,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","3.4028s"
4,"Full covariance, small overlap",500,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
4,"Full covariance, small overlap",1000,4,"mclustBootstrapLRT: VVV","p-value: 0.001",">1","9.3654s"
5,"High overlap, full covariance + correlation",10,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,2,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",1000,4,"mclustBootstrapLRT: VVV","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,1,"OTRIMLE","min(BIC): -49.6508","2","0.3227s"
1,"Well-separated means, identity cov",100,1,"OTRIMLE","min(BIC): -1074.5885","2","0.1769s"
1,"Well-separated means, identity cov",500,1,"OTRIMLE","min(BIC): -4202.095","1","2.7845s"
1,"Well-separated means, identity cov",1000,1,"OTRIMLE","min(BIC): -7844.1737","2","2.1954s"
2,"Closer means, identity cov",10,1,"OTRIMLE","min(BIC): 24.3941","1","0.1272s"
2,"Closer means, identity cov",100,1,"OTRIMLE","min(BIC): -443.8402","1","0.6202s"
2,"Closer means, identity cov",500,1,"OTRIMLE","min(BIC): -53655.4961","2","6.0046s"
2,"Closer means, identity cov",1000,1,"OTRIMLE","min(BIC): -5652.18","2","0.5359s"
3,"Closer still, diag cov varied scale",10,1,"OTRIMLE","min(BIC): -4.9937","1","0.603s"
3,"Closer still, diag cov varied scale",1000,2,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,1,"OTRIMLE","min(BIC): 12215.3659","2","0.4638s"
3,"Closer still, diag cov varied scale",500,1,"OTRIMLE","min(BIC): -58348.0478","2","1.0166s"
3,"Closer still, diag cov varied scale",1000,1,"OTRIMLE","min(BIC): 262589.4556","1","10.6542s"
4,"Full covariance, small overlap",10,1,"OTRIMLE","min(BIC): 31.4939","1","0.1655s"
4,"Full covariance, small overlap",100,1,"OTRIMLE","min(BIC): -447.8391","2","0.2428s"
4,"Full covariance, small overlap",500,1,"OTRIMLE","min(BIC): -2539.2468","2","2.1743s"
4,"Full covariance, small overlap",1000,1,"OTRIMLE","min(BIC): -5582.2714","2","0.4948s"
5,"High overlap, full covariance + correlation",10,1,"OTRIMLE","min(BIC): 25.209","1","0.1102s"
5,"High overlap, full covariance + correlation",100,1,"OTRIMLE","min(BIC): -5491.5865","1","0.9567s"
5,"High overlap, full covariance + correlation",500,1,"OTRIMLE","min(BIC): 309178.1684","2","4.5791s"
4,"Full covariance, small overlap",10,2,"mclustBootstrapLRT: VII","p-value: 0.028",">1","2.1008s"
5,"High overlap, full covariance + correlation",1000,1,"OTRIMLE","min(BIC): -114610.5166","1","7.7128s"
1,"Well-separated means, identity cov",10,2,"OTRIMLE","min(BIC): -20.5998","2","0.18s"
1,"Well-separated means, identity cov",100,2,"OTRIMLE","min(BIC): -278.0831","2","0.1202s"
1,"Well-separated means, identity cov",500,2,"OTRIMLE","min(BIC): -4641.6594","2","0.3003s"
1,"Well-separated means, identity cov",1000,2,"OTRIMLE","min(BIC): -9275.5342","2","0.4613s"
2,"Closer means, identity cov",10,2,"OTRIMLE","ERROR: $ operator is invalid for atomic vectors","NA",NA
2,"Closer means, identity cov",100,2,"OTRIMLE","min(BIC): -861.3481","2","0.1311s"
2,"Closer means, identity cov",500,2,"OTRIMLE","min(BIC): -3175.3854","2","0.3872s"
2,"Closer means, identity cov",1000,2,"OTRIMLE","min(BIC): -88543.1135","2","8.8331s"
3,"Closer still, diag cov varied scale",10,2,"OTRIMLE","min(BIC): -955.326","2","2.5735s"
4,"Full covariance, small overlap",100,2,"mclustBootstrapLRT: VII","p-value: 0.001",">1","0.8278s"
3,"Closer still, diag cov varied scale",100,2,"OTRIMLE","min(BIC): 60028.2039","1","0.3934s"
3,"Closer still, diag cov varied scale",500,2,"OTRIMLE","min(BIC): -51265.9048","2","5.3543s"
3,"Closer still, diag cov varied scale",1000,2,"OTRIMLE","min(BIC): -78524.2988","1","10.0977s"
4,"Full covariance, small overlap",10,2,"OTRIMLE","min(BIC): 19.9372","1","0.1388s"
4,"Full covariance, small overlap",100,2,"OTRIMLE","min(BIC): -258.2057","2","0.1445s"
4,"Full covariance, small overlap",500,2,"OTRIMLE","min(BIC): -4988.5775","2","0.2956s"
4,"Full covariance, small overlap",1000,2,"OTRIMLE","min(BIC): -6172.1754","2","0.7649s"
5,"High overlap, full covariance + correlation",10,2,"OTRIMLE","min(BIC): 13.9181","1","0.1906s"
5,"High overlap, full covariance + correlation",100,2,"OTRIMLE","min(BIC): -10806.3235","2","0.6754s"
5,"High overlap, full covariance + correlation",500,2,"OTRIMLE","min(BIC): 222954.8445","1","0.7578s"
4,"Full covariance, small overlap",500,2,"mclustBootstrapLRT: VII","p-value: 0.001",">1","3.9662s"
5,"High overlap, full covariance + correlation",1000,2,"OTRIMLE","min(BIC): -116584.361","2","5.4458s"
1,"Well-separated means, identity cov",10,3,"OTRIMLE","min(BIC): 221.3358","2","0.1305s"
1,"Well-separated means, identity cov",100,3,"OTRIMLE","min(BIC): -691.7107","2","0.1449s"
1,"Well-separated means, identity cov",500,3,"OTRIMLE","min(BIC): -1015.2112","2","0.3442s"
1,"Well-separated means, identity cov",1000,3,"OTRIMLE","min(BIC): -2036.8744","2","0.5079s"
2,"Closer means, identity cov",10,3,"OTRIMLE","min(BIC): 24.9634","1","0.1332s"
2,"Closer means, identity cov",100,3,"OTRIMLE","min(BIC): -213.0496","2","0.1579s"
2,"Closer means, identity cov",500,3,"OTRIMLE","min(BIC): -1096.5925","2","0.3191s"
2,"Closer means, identity cov",1000,3,"OTRIMLE","min(BIC): -2041.4514","2","0.4842s"
3,"Closer still, diag cov varied scale",10,3,"OTRIMLE","min(BIC): -934.3272","2","1.403s"
4,"Full covariance, small overlap",1000,2,"mclustBootstrapLRT: VII","p-value: 0.001",">1","3.7825s"
3,"Closer still, diag cov varied scale",100,3,"OTRIMLE","min(BIC): -11568.1511","2","4.6254s"
3,"Closer still, diag cov varied scale",500,3,"OTRIMLE","min(BIC): -2272.1036","2","0.6666s"
3,"Closer still, diag cov varied scale",1000,3,"OTRIMLE","min(BIC): -63254.1505","1","9.8326s"
4,"Full covariance, small overlap",10,3,"OTRIMLE","min(BIC): 6307.3349","1","3.9088s"
4,"Full covariance, small overlap",100,3,"OTRIMLE","min(BIC): -274.2913","2","0.131s"
4,"Full covariance, small overlap",500,3,"OTRIMLE","min(BIC): -37240.2548","2","2.753s"
4,"Full covariance, small overlap",1000,3,"OTRIMLE","min(BIC): -109735.6838","2","9.227s"
5,"High overlap, full covariance + correlation",10,3,"OTRIMLE","min(BIC): 2.701","1","0.122s"
5,"High overlap, full covariance + correlation",100,3,"OTRIMLE","min(BIC): 47786.9431","2","0.7408s"
5,"High overlap, full covariance + correlation",500,3,"OTRIMLE","min(BIC): -43745.5228","1","5.3781s"
5,"High overlap, full covariance + correlation",10,2,"mclustBootstrapLRT: VII","p-value: 0.002",">1","1099.4299s"
5,"High overlap, full covariance + correlation",1000,3,"OTRIMLE","min(BIC): -120451.2756","2","5.8076s"
1,"Well-separated means, identity cov",10,4,"OTRIMLE","min(BIC): 6.9087","2","0.1309s"
1,"Well-separated means, identity cov",100,4,"OTRIMLE","min(BIC): -629.1626","2","0.1468s"
1,"Well-separated means, identity cov",500,4,"OTRIMLE","min(BIC): -3030.3773","2","0.3159s"
1,"Well-separated means, identity cov",1000,4,"OTRIMLE","min(BIC): -2801.9243","2","0.4687s"
2,"Closer means, identity cov",10,4,"OTRIMLE","min(BIC): 25.3205","1","0.1054s"
2,"Closer means, identity cov",100,4,"OTRIMLE","min(BIC): -197.4214","2","0.1286s"
2,"Closer means, identity cov",500,4,"OTRIMLE","min(BIC): 578.0293","1","0.3459s"
2,"Closer means, identity cov",1000,4,"OTRIMLE","min(BIC): 4537.7139","2","5.1942s"
3,"Closer still, diag cov varied scale",10,4,"OTRIMLE","ERROR: $ operator is invalid for atomic vectors","NA",NA
5,"High overlap, full covariance + correlation",100,2,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",100,4,"OTRIMLE","min(BIC): -11000.6904","1","0.6017s"
3,"Closer still, diag cov varied scale",500,4,"OTRIMLE","min(BIC): -32058.0404","1","1.8596s"
3,"Closer still, diag cov varied scale",1000,4,"OTRIMLE","min(BIC): -5084.8527","2","0.569s"
4,"Full covariance, small overlap",10,4,"OTRIMLE","min(BIC): 6305.9157","1","4.8803s"
4,"Full covariance, small overlap",100,4,"OTRIMLE","min(BIC): -7019.419","1","0.8918s"
4,"Full covariance, small overlap",500,4,"OTRIMLE","min(BIC): -1082.3413","2","0.2932s"
4,"Full covariance, small overlap",1000,4,"OTRIMLE","min(BIC): -94513.6742","2","6.9266s"
5,"High overlap, full covariance + correlation",10,4,"OTRIMLE","min(BIC): -1020.3369","2","1.0614s"
5,"High overlap, full covariance + correlation",100,4,"OTRIMLE","min(BIC): -2226.3398","1","2.0292s"
5,"High overlap, full covariance + correlation",500,4,"OTRIMLE","min(BIC): -40350.997","2","1.8313s"
5,"High overlap, full covariance + correlation",500,2,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","3.406s"
5,"High overlap, full covariance + correlation",1000,4,"OTRIMLE","min(BIC): -100877.3765","2","8.9681s"
5,"High overlap, full covariance + correlation",1000,2,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
1,"Well-separated means, identity cov",10,3,"mclustBootstrapLRT: VII","p-value: 0.001",">1","384.9944s"
1,"Well-separated means, identity cov",100,3,"mclustBootstrapLRT: VII","p-value: 0.001",">1","5.4421s"
1,"Well-separated means, identity cov",500,3,"mclustBootstrapLRT: VII","p-value: 0.001",">1","1.5879s"
1,"Well-separated means, identity cov",1000,3,"mclustBootstrapLRT: VII","p-value: 0.001",">1","3.417s"
2,"Closer means, identity cov",10,3,"mclustBootstrapLRT: VII","p-value: 0.004",">1","410.2373s"
2,"Closer means, identity cov",100,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
2,"Closer means, identity cov",500,3,"mclustBootstrapLRT: VII","p-value: 0.001",">1","1.2713s"
2,"Closer means, identity cov",1000,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",10,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,1,"mclustBootstrapLRT: EII","p-value: 0.001",">1","4.947s"
3,"Closer still, diag cov varied scale",100,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",500,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
3,"Closer still, diag cov varied scale",1000,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
4,"Full covariance, small overlap",100,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
4,"Full covariance, small overlap",500,3,"mclustBootstrapLRT: VII","p-value: 0.001",">1","1.2982s"
4,"Full covariance, small overlap",1000,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",10,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",100,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
5,"High overlap, full covariance + correlation",500,3,"mclustBootstrapLRT: VII","p-value: NA","NA",NA
4,"Full covariance, small overlap",10,1,"mclustBootstrapLRT: EII","p-value: 0.8641","1","0.3578s"
